player_id,lnr_id,lnr_slug,name,team,team_code,position_group,position_raw,nationality,age,height_cm,weight_kg,season,matches_played,minutes_total,minutes_avg,yellow_cards,orange_cards,red_cards,tackles_per80,tackle_success_pct,penalties_per80,turnovers_won_per80,turnovers_lost_per80,carries_per80,meters_per80,line_breaks_per80,offloads_per80,passes_per80,kick_meters_per80,points_scored_per80,tries_per80,errors_per80,ruck_arrivals_per80,lineout_wins_per80,scrum_success_pct,_source,rating_raw,rating,confidence,axis_att,axis_ctrl,axis_kick,axis_def,axis_disc,axis_pow,position_label,position_abbr,confidence_score,confidence_badge,low_sample,minutes_bucket,data_insufficient,rank_position,rating_percentile_position,rating_intl,team_intl,matches_intl,cluster_intl,axis_course_intl,axis_distrib_intl,axis_kicking_intl,axis_physique_intl,axis_rigueur_intl,axis_danger_intl,axis_melee_intl,rating_value,has_prior
lnr_637,637,pierre-colonna,Pierre Colonna,Castres,CAS,FRONT_ROW,1ère ligne,France,24.0,188.0,113.0,2025-2026,6,197.0,32.8,0,0,0,11.37,,,0.0,,,,0.0,0.0,,,2.03,0.41,,,,,lnr,79.4,72.7,0.284,0,0,51,50,100,31,1ère Ligne,1L,28,Basse,True,Basse,False,79,50.3,,,,,,,,,,,,67.8,True
lnr_11838,11838,louka-guilhot,Louka Guilhot,Castres,CAS,FLY_HALF,Demi d'ouverture,France,20.0,183.0,80.0,2025-2026,6,163.0,27.2,0,0,0,5.4,,,0.0,,,,0.0,0.49,,,3.93,0.0,,,,,lnr,58.4,67.4,0.224,0,26,27,62,100,0,Ouvreur,10,22,Basse,True,Basse,True,24,39.5,,,,,,,,,,,,67.4,False
lnr_1264,1264,veresa-tuqovu-ramototabua,V. Ramototabua,Castres,CAS,WINGER,Ailier,Fidji,25.0,195.0,107.0,2025-2026,6,244.0,40.7,0,0,0,13.77,,,0.33,,,,0.0,0.0,,,3.28,0.66,,,,,lnr,61.5,67.5,0.293,0,0,62,100,100,59,Ailier,AIL,29,Basse,True,Basse,False,30,27.5,,,,,,,,,,,,65.6,True
lnr_556,556,feibyan-cornell-tukino,F. Tukino,Castres,CAS,BACK_ROW,3ème ligne,Nouvelle Zélande,24.0,190.0,111.0,2025-2026,6,287.0,47.8,0,0,0,8.64,,,0.28,,,,0.0,0.28,,,0.0,0.0,,,,,lnr,67.3,69.1,0.337,0,26,0,20,100,15,3ème Ligne,3L,34,Basse,True,Basse,False,62,34.4,,,,,,,,,,,,68.5,True
lnr_687,687,paul-jedrasiak,Paul Jedrasiak,Castres,CAS,LOCK,2ème ligne,France,33.0,,121.0,2025-2026,5,242.0,48.4,0,0,0,9.59,,,0.0,,,,0.0,0.0,,,0.0,0.0,,,,,lnr,76.4,71.8,0.282,0,0,0,27,100,0,2ème Ligne,2L,28,Basse,True,Basse,False,40,43.6,77.7,France,10,cluster_1,73.3,76.2,50.0,84.1,79.4,61.0,82.4,69.0,True
lnr_553,553,louis-le-brun,Louis Le Brun,Castres,CAS,FLY_HALF,Demi d'ouverture,France,24.0,188.0,100.0,2025-2026,3,177.0,59.0,0,0,0,2.71,,,0.45,,,,0.0,0.45,,,6.78,0.0,,,,,lnr,64.2,68.6,0.243,0,24,50,21,100,40,Ouvreur,10,24,Basse,True,Basse,True,16,59.2,,,,,,,,,,,,74.8,True
lnr_533,533,simon-meka,Simon Meka,Castres,CAS,LOCK,2ème ligne,France,26.0,193.0,110.0,2025-2026,3,153.0,51.0,0,0,0,13.07,,,0.0,,,,0.0,0.0,,,2.61,0.52,,,,,lnr,80.1,71.8,0.178,0,0,100,67,100,60,2ème Ligne,2L,18,Basse,True,Basse,True,40,43.6,,,,,,,,,,,,70.6,True
lnr_575,575,leone-nakarawa,Leone Nakarawa,Castres,CAS,LOCK,2ème ligne,Fidji,37.0,,115.0,2025-2026,3,95.0,31.7,0,0,0,4.21,,,0.0,,,,0.0,4.21,,,0.0,0.0,,,,,lnr,84.5,71.6,0.111,0,100,0,0,100,0,2ème Ligne,2L,11,Basse,True,Basse,True,42,41.4,83.2,FIJI,31,cluster_0,96.4,96.5,50.0,92.4,50.0,91.7,92.5,70.0,True
lnr_1084,1084,guillaume-marchand,G. Marchand,Lyon,LOU,FRONT_ROW,1ère ligne,France,27.0,183.0,105.0,2025-2026,15,666.0,44.4,1,0,0,15.74,,,0.36,,,,0.12,0.24,,,0.0,0.0,,,,,lnr,75.3,75.1,0.961,34,20,0,90,68,18,1ère Ligne,1L,96,Haute,False,Moyenne,False,51,67.8,80.2,France,28,cluster_1,97.3,91.7,50.0,90.1,57.0,70.1,89.4,76.7,True
lnr_857,857,irakli-aptsiauri,Irakli Aptsiauri,Lyon,LOU,FRONT_ROW,1ère ligne,Géorgie,23.0,185.0,122.0,2025-2026,14,590.0,42.1,1,0,0,14.24,,,0.27,,,,0.0,0.14,,,0.68,0.14,,,,,lnr,70.0,70.0,0.851,0,12,17,76,64,24,1ère Ligne,1L,85,Haute,False,Moyenne,False,122,22.9,,,,,,,,,,,,73.4,True
lnr_1081,1081,leo-berdeu,Léo Berdeu,Lyon,LOU,FLY_HALF,Demi d'ouverture,France,27.0,195.0,99.0,2025-2026,14,743.0,53.1,1,0,0,5.81,,,0.0,,,,0.43,1.08,,,9.48,0.11,,,,,lnr,67.8,67.8,1.0,34,57,71,68,26,12,Ouvreur,10,100,Haute,False,Moyenne,False,19,51.3,,,,,,,,,,,,71.1,True
lnr_1068,1068,esteban-gonzalez,Esteban Gonzalez,Lyon,LOU,SCRUM_HALF,Demi de mêlée,France,20.0,177.0,80.0,2025-2026,14,365.0,26.1,0,0,0,7.23,,,0.0,,,,1.32,0.22,,,4.38,0.88,,,,,lnr,72.8,71.4,0.506,93,10,60,67,100,60,Demi de mêlée,9,51,Moyenne,False,Basse,False,13,71.4,,,,,,,,,,,,71.4,False
lnr_12591,12591,jermaine-ainsley,J. Ainsley,Lyon,LOU,FRONT_ROW,1ère ligne,Nouvelle Zélande,30.0,181.0,127.0,2025-2026,13,671.0,51.6,0,0,0,11.92,,,0.12,,,,0.12,0.12,,,0.0,0.0,,,,,lnr,81.4,81.0,0.968,34,10,0,55,100,6,1ère Ligne,1L,97,Haute,False,Moyenne,False,14,91.4,,,,,,,,,,,,72.7,True
lnr_1700,1700,charlie-cassang,Charlie Cassang,Lyon,LOU,SCRUM_HALF,Demi de mêlée,France,31.0,173.0,92.0,2025-2026,13,638.0,49.1,0,0,0,5.14,,,0.0,,,,0.38,0.75,,,1.88,0.38,,,,,lnr,65.2,65.7,0.884,27,35,26,35,100,27,Demi de mêlée,9,88,Haute,False,Moyenne,False,30,31.0,,,,,,,,,,,,63.6,True
lnr_2200,2200,thomas-moukoro-abouem,T. Moukoro Abouem,Lyon,LOU,FRONT_ROW,1ère ligne,France,24.0,185.0,121.0,2025-2026,13,471.0,36.2,1,0,0,17.49,,,0.34,,,,0.34,0.0,,,5.1,1.02,,,,,lnr,80.6,77.2,0.68,96,0,100,100,55,77,1ère Ligne,1L,68,Moyenne,False,Moyenne,False,34,78.7,,,,,,,,,,,,72.1,True
lnr_1083,1083,jerome-rey,J. Rey,Lyon,LOU,FRONT_ROW,1ère ligne,France,30.0,181.0,133.0,2025-2026,13,570.0,43.8,0,0,0,14.6,,,0.0,,,,0.14,0.0,,,0.0,0.0,,,,,lnr,83.4,81.0,0.823,40,0,0,79,100,0,1ère Ligne,1L,82,Haute,False,Moyenne,False,14,91.4,,,,,,,,,,,,75.5,True
lnr_838,838,janse-roux,Janse Roux,Lyon,LOU,LOCK,2ème ligne,Afrique du Sud,28.0,,122.0,2025-2026,13,519.0,39.9,0,0,0,14.34,,,0.31,,,,0.0,0.0,,,0.0,0.0,,,,,lnr,78.9,75.4,0.605,0,0,0,82,100,17,2ème Ligne,2L,60,Moyenne,False,Moyenne,False,28,60.7,74.4,Irlande,16,cluster_1,56.2,50.6,50.0,90.5,79.3,70.0,94.2,75.4,False
lnr_2277,2277,jiuta-naqoli-wainiqolo,J. Wainiqolo,Lyon,LOU,WINGER,Ailier,Fidji,27.0,187.0,97.0,2025-2026,13,970.0,74.6,3,0,0,5.11,,,0.0,,,,1.73,1.4,,,6.19,1.24,,,,,lnr,81.8,81.8,1.0,100,87,100,53,2,60,Ailier,AIL,100,Haute,False,Bonne,False,2,97.5,,,,,,,,,,,,81.3,True
lnr_1125,1125,ethan-dumortier,Ethan Dumortier,Lyon,LOU,CENTRE,Centre,France,25.0,191.0,93.0,2025-2026,12,819.0,68.2,1,0,0,5.57,,,0.0,,,,1.56,0.39,,,2.44,0.49,,,,,lnr,72.8,72.5,0.909,100,25,56,41,47,35,Centre,CTR,91,Haute,False,Bonne,False,16,79.9,,,,,,,,,,,,72.4,True
lnr_2122,2122,martin-meliande,Martin Meliande,Lyon,LOU,FLY_HALF,Demi d'ouverture,France,24.0,187.0,82.0,2025-2026,12,651.0,54.2,1,0,0,2.95,,,0.12,,,,0.49,0.61,,,8.73,0.12,,,,,lnr,62.9,63.7,0.895,39,32,65,24,16,30,Ouvreur,10,90,Haute,False,Moyenne,False,32,15.8,,,,,,,,,,,,66.3,True
lnr_2165,2165,camille-chat,Camille Chat,Lyon,LOU,FRONT_ROW,1ère ligne,France,30.0,178.0,101.0,2025-2026,11,499.0,45.4,0,0,0,11.7,,,0.16,,,,0.16,0.8,,,0.8,0.16,,,,,lnr,84.8,80.6,0.72,45,67,20,53,100,20,1ère Ligne,1L,72,Haute,False,Moyenne,False,16,90.1,72.4,France,37,cluster_1,80.0,65.3,50.0,91.8,65.2,64.4,91.6,77.5,True
lnr_179,179,gabin-lorre,Gabin Lorre,Lyon,LOU,FULLBACK,Arrière,France,24.0,180.0,81.0,2025-2026,11,828.0,75.3,0,0,0,3.57,,,0.0,,,,0.58,0.48,,,1.74,0.19,,,,,lnr,63.3,63.4,0.978,45,28,24,54,100,16,Arrière,ARR,98,Haute,False,Bonne,False,25,27.3,,,,,,,,,,,,63.4,False
lnr_1077,1077,arno-botha,Arno Botha,Lyon,LOU,BACK_ROW,3ème ligne,Afrique du Sud,34.0,190.0,108.0,2025-2026,10,498.0,49.8,0,0,0,12.85,,,0.0,,,,0.0,0.16,,,0.0,0.0,,,,,lnr,65.4,67.3,0.584,0,15,0,59,100,0,3ème Ligne,3L,58,Moyenne,False,Moyenne,False,73,22.6,,,,,,,,,,,,69.8,True
lnr_1105,1105,killian-geraci,Killian Geraci,Lyon,LOU,LOCK,2ème ligne,France,27.0,,115.0,2025-2026,10,457.0,45.7,0,0,0,13.48,,,0.18,,,,0.0,0.0,,,1.75,0.35,,,,,lnr,80.2,75.4,0.533,0,0,81,72,100,58,2ème Ligne,2L,53,Moyenne,False,Moyenne,False,28,60.7,,,,,,,,,,,,76.7,True
lnr_1052,1052,liam-robson-allen,L. Allen,Lyon,LOU,BACK_ROW,3ème ligne,Nouvelle Zélande,26.0,191.0,105.0,2025-2026,9,451.0,50.1,0,0,0,17.92,,,1.42,,,,0.0,0.0,,,0.89,0.18,,,,,lnr,69.5,69.8,0.529,0,0,34,100,100,61,3ème Ligne,3L,53,Moyenne,False,Moyenne,False,49,47.3,,,,,,,,,,,,73.7,True
lnr_13410,13410,iosefo-masi-baleiwairiki,I. Baleiwairiki,Lyon,LOU,CENTRE,Centre,Fidji,27.0,190.0,97.0,2025-2026,9,528.0,58.7,0,0,0,8.64,,,0.15,,,,1.06,0.91,,,3.03,0.61,,,,,lnr,84.9,78.8,0.586,91,58,69,83,100,55,Centre,CTR,59,Moyenne,False,Moyenne,False,7,92.2,,,,,,,,,,,,78.8,False
lnr_2162,2162,cedate-gomes-sa,Cedate Gomes Sa,Lyon,LOU,FRONT_ROW,1ère ligne,France,32.0,185.0,113.0,2025-2026,9,163.0,18.1,0,0,0,13.74,,,0.0,,,,0.0,0.49,,,0.0,0.0,,,,,lnr,80.5,72.5,0.235,0,41,0,72,100,0,1ère Ligne,1L,24,Basse,True,Basse,True,81,48.7,77.7,France,12,cluster_1,63.9,56.4,50.0,90.7,83.7,62.8,88.2,68.4,True
lnr_1123,1123,mickael-guillard,M. Guillard,Lyon,LOU,LOCK,2ème ligne,France,25.0,197.0,113.0,2025-2026,9,571.0,63.4,0,0,0,15.13,,,0.28,,,,0.28,0.0,,,0.0,0.0,,,,,lnr,85.6,80.4,0.665,79,0,0,91,100,15,2ème Ligne,2L,66,Moyenne,False,Moyenne,False,9,88.6,,,,,,,,,,,,78.0,True
lnr_11734,11734,monty-ioane,Monty Ioane,Lyon,LOU,WINGER,Ailier,Australie,31.0,180.0,91.0,2025-2026,9,621.0,69.0,0,0,0,3.48,,,0.0,,,,0.77,1.16,,,3.22,0.64,,,,,lnr,74.4,73.3,0.747,48,72,61,28,100,36,Ailier,AIL,75,Haute,False,Moyenne,False,10,77.5,82.4,ITALY,17,cluster_1,100.0,78.0,50.0,84.6,71.0,83.9,93.1,77.8,True
lnr_1095,1095,felix-lambey,Félix Lambey,Lyon,LOU,LOCK,2ème ligne,France,32.0,196.0,107.0,2025-2026,9,411.0,45.7,0,0,0,14.21,,,0.19,,,,0.0,0.19,,,0.0,0.0,,,,,lnr,79.8,74.7,0.479,0,13,0,81,100,10,2ème Ligne,2L,48,Moyenne,False,Moyenne,False,32,55.7,77.7,France,10,cluster_1,95.6,85.2,50.0,90.8,62.3,84.0,88.3,72.8,True
lnr_1126,1126,alfred-parisien,Alfred Parisien,Lyon,LOU,CENTRE,Centre,France,25.0,182.0,91.0,2025-2026,9,401.0,44.6,0,0,0,5.19,,,0.0,,,,0.0,0.2,,,0.0,0.0,,,,,lnr,51.7,61.9,0.445,0,13,0,36,100,0,Centre,CTR,44,Moyenne,False,Moyenne,False,69,11.0,,,,,,,,,,,,67.9,True
lnr_1106,1106,baptiste-couilloud,B. Couilloud,Lyon,LOU,SCRUM_HALF,Demi de mêlée,France,28.0,176.0,82.0,2025-2026,8,450.0,56.2,0,0,0,4.98,,,0.18,,,,1.42,1.07,,,2.67,0.53,,,,,lnr,77.9,74.9,0.624,100,50,37,32,100,53,Demi de mêlée,9,62,Moyenne,False,Moyenne,False,4,91.7,75.9,France,14,cluster_1,68.6,67.8,50.0,95.3,89.1,66.7,93.0,78.8,True
lnr_11474,11474,david-patrick-jackson,D. Jackson,Lyon,LOU,FLY_HALF,Demi d'ouverture,Irlande,34.0,180.0,89.0,2025-2026,8,313.0,39.1,0,0,0,6.13,,,0.26,,,,0.0,0.26,,,9.97,0.0,,,,,lnr,67.1,68.7,0.43,0,14,75,73,100,35,Ouvreur,10,43,Moyenne,False,Basse,False,15,63.2,89.5,Irlande,13,cluster_1,82.0,86.9,100.0,85.9,86.1,80.7,96.1,68.7,False
lnr_1107,1107,hamza-kaabeche,Hamza Kaabeche,Lyon,LOU,FRONT_ROW,1ère ligne,France,29.0,189.0,114.0,2025-2026,8,364.0,45.5,0,0,0,9.23,,,0.44,,,,0.0,0.22,,,0.0,0.0,,,,,lnr,77.7,74.0,0.525,0,18,0,30,100,23,1ère Ligne,1L,52,Moyenne,False,Basse,False,61,61.5,,,,,,,,,,,,71.4,True
lnr_1074,1074,josiah-meihana-maraku,J. Maraku,Lyon,LOU,CENTRE,Centre,Nouvelle Zélande,25.0,180.0,97.0,2025-2026,8,531.0,66.4,0,0,0,9.34,,,0.0,,,,0.3,0.0,,,0.75,0.15,,,,,lnr,57.5,62.6,0.589,26,0,17,92,100,11,Centre,CTR,59,Moyenne,False,Moyenne,False,67,14.3,,,,,,,,,,,,68.8,True
lnr_1127,1127,beka-saginadze,Beka Saginadze,Lyon,LOU,LOCK,2ème ligne,Géorgie,27.0,191.0,110.0,2025-2026,8,355.0,44.4,1,0,0,9.46,,,0.45,,,,0.0,0.23,,,0.0,0.0,,,,,lnr,54.9,63.7,0.414,0,16,0,26,33,24,2ème Ligne,2L,41,Moyenne,False,Basse,False,60,15.7,70.9,GEORG,30,cluster_0,50.0,50.0,50.0,68.5,100.0,53.0,85.9,69.1,True
lnr_929,929,mathis-sarragallet,M. Sarragallet,Lyon,LOU,FRONT_ROW,1ère ligne,France,25.0,178.0,109.0,2025-2026,8,212.0,26.5,2,0,0,19.25,,,0.38,,,,0.0,1.13,,,0.0,0.0,,,,,lnr,53.0,64.8,0.306,0,94,0,100,0,19,1ère Ligne,1L,31,Basse,True,Basse,False,140,11.5,,,,,,,,,,,,64.8,False
lnr_1584,1584,beka-shvangiradze,B. Shvangiradze,Lyon,LOU,BACK_ROW,3ème ligne,Géorgie,23.0,191.0,104.0,2025-2026,7,300.0,42.9,0,0,0,13.6,,,0.8,,,,0.27,0.27,,,0.0,0.0,,,,,lnr,75.0,71.8,0.352,32,25,0,66,100,40,3ème Ligne,3L,35,Basse,True,Basse,False,30,68.3,,,,,,,,,,,,72.5,True
lnr_1124,1124,alexandre-tchaptchet-noutcha,A. Tchaptchet Noutcha,Lyon,LOU,FULLBACK,Arrière,France,24.0,171.0,79.0,2025-2026,7,399.0,57.0,0,0,0,3.41,,,0.0,,,,0.2,0.6,,,0.0,0.0,,,,,lnr,55.5,63.2,0.471,15,36,0,51,100,0,Arrière,ARR,47,Moyenne,False,Basse,False,26,22.7,,,,,,,,,,,,69.2,True
lnr_1117,1117,marvin-saint-gys-okuya,M. Okuya,Lyon,LOU,BACK_ROW,3ème ligne,France,22.0,190.0,110.0,2025-2026,6,284.0,47.3,0,0,0,16.06,,,0.28,,,,0.0,0.28,,,0.0,0.0,,,,,lnr,68.6,69.5,0.333,0,26,0,88,100,15,3ème Ligne,3L,33,Basse,True,Basse,False,56,39.8,,,,,,,,,,,,70.5,True
lnr_1101,1101,thibaut-regard,Thibaut Regard,Lyon,LOU,CENTRE,Centre,France,32.0,180.0,95.0,2025-2026,4,231.0,57.8,0,0,0,7.27,,,0.0,,,,0.0,0.0,,,0.0,0.0,,,,,lnr,50.4,65.0,0.256,0,0,0,64,100,0,Centre,CTR,26,Basse,True,Basse,True,60,23.4,,,,,,,,,,,,66.7,True
lnr_1128,1128,maxime-gouzou,Maxime Gouzou,Lyon,LOU,BACK_ROW,3ème ligne,France,27.0,189.0,106.0,2025-2026,3,54.0,18.0,0,0,0,5.93,,,0.0,,,,0.0,0.0,,,0.0,0.0,,,,,lnr,62.5,69.5,0.063,0,0,0,0,100,0,3ème Ligne,3L,6,Basse,True,Basse,True,56,39.8,,,,,,,,,,,,73.8,True
lnr_1037,1037,arthur-mathiron,Arthur Mathiron,Lyon,LOU,CENTRE,Centre,France,22.0,182.0,92.0,2025-2026,3,91.0,30.3,0,0,0,7.91,,,0.0,,,,0.0,0.0,,,0.0,0.0,,,,,lnr,50.6,68.0,0.101,0,0,0,73,100,0,Centre,CTR,10,Basse,True,Basse,True,45,42.2,,,,,,,,,,,,68.0,False
lnr_1437,1437,vincent-rattez,Vincent Rattez,Lyon,LOU,CENTRE,Centre,France,34.0,181.0,89.0,2025-2026,3,175.0,58.3,0,0,0,6.4,,,0.46,,,,0.0,1.37,,,2.29,0.46,,,,,lnr,73.7,70.7,0.194,0,87,52,52,100,68,Centre,CTR,19,Basse,True,Basse,True,24,69.5,68.7,France,9,cluster_1,72.5,62.6,50.0,85.0,83.7,70.6,93.8,71.1,True
lnr_12477,12477,antoine-deliance,Antoine Deliance,Lyon,LOU,BACK_ROW,3ème ligne,France,20.0,192.0,99.0,2025-2026,2,160.0,80.0,0,0,0,12.5,,,0.0,,,,0.0,0.0,,,0.0,0.0,,,,,lnr,63.5,68.8,0.188,0,0,0,56,100,0,3ème Ligne,3L,19,Basse,True,Basse,True,65,31.2,,,,,,,,,,,,68.8,False
lnr_11791,11791,ave-jonathan-maalo,A. Maalo,Lyon,LOU,FRONT_ROW,1ère ligne,Nouvelle Zélande,22.0,189.0,132.0,2025-2026,2,45.0,22.5,0,0,0,8.89,,,0.0,,,,0.0,0.0,,,0.0,0.0,,,,,lnr,75.3,70.3,0.065,0,0,0,27,100,0,1ère Ligne,1L,6,Basse,True,Basse,True,119,24.2,,,,,,,,,,,,70.3,False
lnr_1060,1060,thomas-marceline,Thomas Marceline,Lyon,LOU,FRONT_ROW,1ère ligne,France,20.0,179.0,112.0,2025-2026,2,53.0,26.5,0,0,0,13.58,,,0.0,,,,1.51,0.0,,,7.55,1.51,,,,,lnr,91.7,71.7,0.076,100,0,100,70,100,60,1ère Ligne,1L,8,Basse,True,Basse,True,97,38.9,,,,,,,,,,,,71.7,False
lnr_267,267,baptiste-erdocio,B. Erdocio,Montpellier,MHR,FRONT_ROW,1ère ligne,France,26.0,175.0,115.0,2025-2026,16,616.0,38.5,0,0,0,12.99,,,0.26,,,,0.0,0.26,,,0.65,0.13,,,,,lnr,80.9,79.7,0.889,0,22,16,65,100,23,1ère Ligne,1L,89,Haute,False,Moyenne,False,22,86.6,,,,,,,,,,,,76.3,True
lnr_1416,1416,arthur-vincent,Arthur Vincent,Montpellier,MHR,CENTRE,Centre,France,26.0,182.0,92.0,2025-2026,16,990.0,61.9,0,0,0,5.74,,,0.0,,,,0.24,0.24,,,1.21,0.24,,,,,lnr,58.9,58.9,1.0,21,15,28,43,100,17,Centre,CTR,100,Haute,False,Bonne,False,72,7.8,69.6,France,14,cluster_1,78.7,56.5,50.0,91.9,80.4,68.5,98.6,61.3,True
lnr_1427,1427,alexandre-becognee,A. Becognee,Montpellier,MHR,BACK_ROW,3ème ligne,France,29.0,188.0,105.0,2025-2026,15,868.0,57.9,1,0,0,13.09,,,0.46,,,,0.0,0.09,,,1.38,0.28,,,,,lnr,63.0,63.0,1.0,0,8,53,61,71,57,3ème Ligne,3L,100,Haute,False,Bonne,False,84,10.2,,,,,,,,,,,,65.3,True
lnr_1440,1440,enzo-forletta,Enzo Forletta,Montpellier,MHR,FRONT_ROW,1ère ligne,France,31.0,175.0,118.0,2025-2026,15,668.0,44.5,0,0,0,9.46,,,0.0,,,,0.0,0.12,,,0.0,0.0,,,,,lnr,76.1,75.9,0.964,0,10,0,32,100,0,1ère Ligne,1L,96,Haute,False,Moyenne,False,46,71.3,,,,,,,,,,,,72.6,True
lnr_574,574,wilfrid-hounkpatin,W. Hounkpatin,Montpellier,MHR,FRONT_ROW,1ère ligne,France,34.0,192.0,124.0,2025-2026,15,690.0,46.0,1,0,0,8.23,,,0.7,,,,0.0,0.12,,,2.9,0.58,,,,,lnr,70.5,70.4,0.996,0,10,72,21,70,79,1ère Ligne,1L,100,Haute,False,Moyenne,False,115,26.4,,,,,,,,,,,,67.2,True
lnr_2354,2354,christopher-tolofua,C. Tolofua,Montpellier,MHR,FRONT_ROW,1ère ligne,France,32.0,182.0,120.0,2025-2026,15,541.0,36.1,0,0,0,5.91,,,0.44,,,,0.0,0.15,,,5.91,1.18,,,,,lnr,78.8,76.9,0.781,0,12,100,0,100,83,1ère Ligne,1L,78,Haute,False,Moyenne,False,38,76.1,,,,,,,,,,,,73.6,True
lnr_12461,12461,viliami-vunipola,Viliami Vunipola,Montpellier,MHR,BACK_ROW,3ème ligne,Angleterre,33.0,191.0,134.0,2025-2026,15,937.0,62.5,1,0,0,10.16,,,0.34,,,,0.17,0.85,,,0.43,0.09,,,,,lnr,72.1,72.1,1.0,20,80,16,34,73,29,3ème Ligne,3L,100,Haute,False,Bonne,False,27,72.0,75.5,Angleterre,46,cluster_1,90.5,94.0,50.0,63.5,50.0,80.7,72.0,72.1,False
lnr_1432,1432,bastien-chalureau,Bastien Chalureau,Montpellier,MHR,LOCK,2ème ligne,France,34.0,,118.0,2025-2026,14,627.0,44.8,0,0,0,8.93,,,0.0,,,,0.0,1.02,,,0.0,0.0,,,,,lnr,82.6,79.2,0.731,0,71,0,20,100,0,2ème Ligne,2L,73,Haute,False,Moyenne,False,15,80.0,,,,,,,,,,,,73.4,True
lnr_1400,1400,alexander-masibaka,A. Masibaka,Montpellier,MHR,BACK_ROW,3ème ligne,Australie,24.0,186.0,115.0,2025-2026,14,377.0,26.9,0,0,0,15.49,,,0.42,,,,0.64,0.42,,,3.18,0.64,,,,,lnr,87.4,77.7,0.442,76,40,100,83,100,83,3ème Ligne,3L,44,Moyenne,False,Basse,False,11,89.2,,,,,,,,,,,,77.7,False
lnr_1460,1460,leo-coly,Léo Coly,Montpellier,MHR,SCRUM_HALF,Demi de mêlée,France,26.0,175.0,76.0,2025-2026,13,310.0,23.8,0,0,0,2.58,,,0.0,,,,0.26,1.03,,,3.1,0.26,,,,,lnr,65.0,67.8,0.43,18,48,42,0,100,18,Demi de mêlée,9,43,Moyenne,False,Basse,False,22,48.8,,,,,,,,,,,,72.3,True
lnr_1376,1376,lenni-nouchi,Lenni Nouchi,Montpellier,MHR,BACK_ROW,3ème ligne,France,22.0,192.0,106.0,2025-2026,13,912.0,70.2,0,0,0,10.44,,,0.0,,,,0.88,0.53,,,2.63,0.53,,,,,lnr,89.5,89.5,1.0,100,50,100,37,100,60,3ème Ligne,3L,100,Haute,False,Bonne,False,2,98.9,,,,,,,,,,,,87.1,True
lnr_250,250,auguste-cadot,Auguste Cadot,Montpellier,MHR,FLY_HALF,Demi d'ouverture,France,24.0,181.0,91.0,2025-2026,11,798.0,72.5,0,0,0,4.41,,,0.4,,,,0.6,0.6,,,0.5,0.1,,,,,lnr,63.8,63.8,1.0,47,32,0,47,100,51,Ouvreur,10,100,Haute,False,Moyenne,False,31,21.1,,,,,,,,,,,,65.5,True
lnr_454,454,luka-japaridze,Luka Japaridze,Montpellier,MHR,FRONT_ROW,1ère ligne,Géorgie,27.0,181.0,125.0,2025-2026,11,434.0,39.5,1,0,0,11.8,,,0.0,,,,0.0,0.0,,,0.0,0.0,,,,,lnr,61.8,64.9,0.626,0,0,0,54,52,0,1ère Ligne,1L,63,Moyenne,False,Moyenne,False,138,12.4,76.2,GEORG,7,cluster_0,56.1,50.0,50.0,91.1,87.5,57.8,86.0,66.9,True
lnr_949,949,hugo-reus,Hugo Reus,Montpellier,MHR,FLY_HALF,Demi d'ouverture,France,22.0,183.0,83.0,2025-2026,11,110.0,10.0,0,0,0,0.0,,,0.0,,,,0.0,0.0,,,24.0,0.0,,,,,lnr,63.7,69.0,0.151,0,0,100,0,100,0,Ouvreur,10,15,Basse,True,Basse,True,13,68.4,,,,,,,,,,,,68.2,True
lnr_12799,12799,jordan-uelese,Jordan Uelese,Montpellier,MHR,FRONT_ROW,1ère ligne,Australie,29.0,189.0,116.0,2025-2026,11,536.0,48.7,0,0,0,10.15,,,0.3,,,,0.15,0.3,,,2.99,0.6,,,,,lnr,84.8,81.4,0.773,42,25,74,39,100,60,1ère Ligne,1L,77,Haute,False,Moyenne,False,11,93.6,69.3,Australie,21,cluster_1,62.8,50.0,50.0,83.7,80.8,60.7,88.1,81.4,False
lnr_1438,1438,florian-verhaeghe,Florian Verhaeghe,Montpellier,MHR,LOCK,2ème ligne,France,28.0,,110.0,2025-2026,11,742.0,67.5,1,0,1,8.63,,,0.43,,,,0.32,1.4,,,0.0,0.0,,,,,lnr,57.7,59.4,0.865,90,98,0,16,0,23,2ème Ligne,2L,86,Haute,False,Moyenne,False,64,10.0,,,,,,,,,,,,65.7,True
lnr_1434,1434,yacouba-camara,Yacouba Camara,Montpellier,MHR,BACK_ROW,3ème ligne,France,31.0,195.0,112.0,2025-2026,10,684.0,68.4,0,0,0,11.23,,,0.58,,,,0.12,0.35,,,0.0,0.0,,,,,lnr,72.1,71.7,0.802,14,33,0,44,100,32,3ème Ligne,3L,80,Haute,False,Moyenne,False,32,66.7,74.5,France,17,cluster_1,77.2,96.8,50.0,93.2,60.7,65.1,87.6,71.7,False
