lnr_id,name,team,matches_verified,starter_rate,form_window,form_tackles_per80,form_line_breaks_per80,form_offloads_per80,form_turnovers_per80
12516,William COLLIER,Castres Olympique,9,0.111,5,7.72,0.0,0.0,0.35
1015,William SKELTON,Stade Rochelais,5,0.6,5,4.06,0.0,0.62,0.0
3536,Xan MOUSQUES,Union Bordeaux-Bègles,10,0.5,5,4.93,0.0,1.14,0.0
338,Y. FALATEA MOEFANA,Union Bordeaux-Bègles,5,0.4,5,6.74,0.28,2.25,0.0
975,Y. TANGA MANGENE,Stade Français Paris,14,0.286,5,13.81,0.81,0.81,1.22
1434,Yacouba CAMARA,Montpellier Hérault Rugby,10,0.7,5,10.58,0.0,0.49,0.74
13447,Yanis BASSE,Racing 92,9,0.0,5,20.22,0.0,0.0,0.0
1753,Yanis LUX,Stade Français Paris,1,0.0,1,8.28,0.0,0.0,0.0
11002,Yerim FALL,ASM Clermont,4,1.0,4,4.0,0.0,0.0,0.25
2628,Yohan ORABE,Aviron Bayonnais,13,0.462,5,4.51,1.0,0.75,0.0
1917,Youri DELHOMMEL,Section Paloise,17,0.118,5,12.63,0.0,0.0,0.7
1897,Yvan REILHAC,US Montauban,2,1.0,2,3.24,1.08,1.62,0.0
1373,Z. MERCER,RC Toulon,15,0.4,5,9.95,0.0,1.19,0.0
1939,Zack HENRY,Stade Français Paris,2,0.5,2,4.44,0.0,0.74,0.0
