player_id,name,team,position_group,matches_played,minutes_total,minutes_avg,tackles_per80,tackle_success_pct,carries_per80,meters_per80,passes_per80,kick_meters_per80,penalties_per80,offloads_per80,line_breaks_per80,turnovers_won_per80,turnovers_lost_per80,points_scored_per80,errors_per80,ruck_arrivals_per80,lineout_wins_per80,scrum_success_pct
lnr_2462,A. Roumat,Toulouse,BACK_ROW,16,916.0,57.2,7.51,,,,,,,0.7,0.09,0.17,,1.75,,,,
lnr_11251,Léo Banos,Toulouse,BACK_ROW,15,784.0,52.3,9.18,,,,,,,0.71,0.31,0.1,,0.51,,,,
lnr_2490,Clement Verge,Toulouse,LOCK,15,772.0,51.5,10.78,,,,,,,0.83,0.21,0.1,,1.04,,,,
lnr_2425,Jack Willis,Toulouse,BACK_ROW,14,835.0,59.6,10.35,,,,,,,1.63,0.48,0.67,,1.92,,,,
lnr_12363,Efrain Elias,Toulouse,LOCK,13,619.0,47.6,9.43,,,,,,,0.78,0.13,0.39,,1.94,,,,
lnr_2429,Thomas Lacombre,Toulouse,FRONT_ROW,13,518.0,39.8,10.81,,,,,,,0.77,0.31,0.62,,0.0,,,,
lnr_987,Teddy Thomas,Toulouse,WINGER,13,770.0,59.2,3.32,,,,,,,1.14,1.04,0.0,,4.68,,,,
lnr_2432,Kalvin Gourgues,Toulouse,CENTRE,12,779.0,64.9,5.24,,,,,,,1.23,1.03,0.0,,3.8,,,,
lnr_12335,Blair Kinghorn,Toulouse,FULLBACK,12,790.0,65.8,1.42,,,,,,,1.42,0.41,0.0,,4.25,,,,
lnr_2437,Matthis Lebel,Toulouse,CENTRE,12,823.0,68.6,2.53,,,,,,,0.68,1.17,0.0,,3.89,,,,
lnr_2448,Dorian Aldegheri,Toulouse,FRONT_ROW,11,463.0,42.1,8.29,,,,,,,0.17,0.17,0.0,,0.86,,,,
lnr_2492,Joshua Brennan,Toulouse,LOCK,11,601.0,54.6,10.25,,,,,,,0.4,0.13,0.13,,1.33,,,,
lnr_2484,G. Cramont,Toulouse,FRONT_ROW,11,443.0,40.3,9.93,,,,,,,1.26,0.18,0.54,,4.51,,,,
lnr_2486,T. Ntamack Muyenga,Toulouse,BACK_ROW,11,467.0,42.5,10.45,,,,,,,1.2,1.37,0.34,,2.57,,,,
lnr_12751,Naoto Saito,Toulouse,SCRUM_HALF,11,277.0,25.2,4.04,,,,,,,0.0,0.0,0.0,,1.44,,,,
lnr_2451,Cyril Baille,Toulouse,FRONT_ROW,10,343.0,34.3,5.83,,,,,,,0.47,0.0,0.0,,0.0,,,,
lnr_2427,Paul Costes,Toulouse,CENTRE,10,662.0,66.2,5.08,,,,,,,1.57,0.12,0.0,,1.21,,,,
lnr_2501,Dimitri Delibes,Toulouse,CENTRE,10,657.0,65.7,4.14,,,,,,,0.85,0.85,0.37,,3.65,,,,
lnr_2399,J. Merkler Perez,Toulouse,FRONT_ROW,10,382.0,38.2,11.73,,,,,,,0.21,0.0,0.21,,1.05,,,,
lnr_2443,R. Neti,Toulouse,FRONT_ROW,10,497.0,49.7,7.4,,,,,,,0.16,0.0,0.0,,0.0,,,,
lnr_2436,Romain Ntamack,Toulouse,FLY_HALF,10,649.0,64.9,6.53,,,,,,,0.74,0.49,0.0,,4.19,,,,
lnr_2450,Thomas Ramos,Toulouse,FULLBACK,10,663.0,66.3,2.17,,,,,,,1.45,0.6,0.0,,13.27,,,,
lnr_2500,David Ainuu,Toulouse,FRONT_ROW,9,374.0,41.6,5.99,,,,,,,0.0,0.0,0.43,,0.0,,,,
lnr_2460,P. Barassi,Toulouse,CENTRE,9,597.0,66.3,5.76,,,,,,,1.21,0.67,0.13,,2.01,,,,
lnr_2401,M. Castro Ferreira,Toulouse,BACK_ROW,9,382.0,42.4,9.63,,,,,,,0.42,0.0,0.21,,1.05,,,,
lnr_2405,Thibaud Flament,Toulouse,LOCK,9,578.0,64.2,7.47,,,,,,,0.55,0.14,0.14,,1.38,,,,
lnr_2454,Anthony Jelonch,Toulouse,BACK_ROW,9,586.0,65.1,9.69,,,,,,,0.82,0.55,0.0,,2.05,,,,
lnr_12438,B. Bertrand,Toulouse,FRONT_ROW,8,306.0,38.2,8.37,,,,,,,0.0,0.52,0.78,,1.31,,,,
lnr_1009,G. Colombe Reazel,Toulouse,FRONT_ROW,8,284.0,35.5,7.04,,,,,,,0.56,0.28,0.56,,1.41,,,,
lnr_2397,S. Chocobares,Toulouse,CENTRE,7,509.0,72.7,6.44,,,,,,,1.26,0.16,0.0,,0.0,,,,
lnr_2445,Julien Marchand,Toulouse,FRONT_ROW,7,372.0,53.1,11.4,,,,,,,1.94,0.0,0.43,,4.3,,,,
lnr_2498,E. Meafou,Toulouse,LOCK,7,407.0,58.1,9.04,,,,,,,1.18,0.0,0.59,,1.97,,,,
lnr_2483,Ange Capuozzo,Toulouse,SCRUM_HALF,6,341.0,56.8,3.52,,,,,,,0.23,1.64,0.0,,7.04,,,,
lnr_2485,Paul Mallez,Toulouse,FRONT_ROW,5,195.0,39.0,8.21,,,,,,,0.0,0.0,1.23,,0.0,,,,
lnr_2430,C. Pouzelgues,Toulouse,CENTRE,5,228.0,45.6,5.26,,,,,,,0.7,0.7,0.35,,3.51,,,,
lnr_2414,V. Delpy,Toulouse,FLY_HALF,4,286.0,71.5,5.31,,,,,,,0.56,0.28,0.0,,12.59,,,,
lnr_2449,Antoine Dupont,Toulouse,SCRUM_HALF,4,186.0,46.5,4.73,,,,,,,3.01,1.72,0.0,,4.3,,,,
lnr_2461,Peato Mauvaka,Toulouse,FRONT_ROW,3,82.0,27.3,14.63,,,,,,,2.93,1.95,0.0,,0.0,,,,
lnr_2453,Francois Cros,Toulouse,BACK_ROW,2,145.0,72.5,19.31,,,,,,,0.0,0.55,0.55,,0.0,,,,
lnr_2407,M. Hawkes Faimanifo,Toulouse,FRONT_ROW,2,51.0,25.5,7.84,,,,,,,0.0,0.0,0.0,,0.0,,,,
lnr_2503,J. Mallia,Toulouse,WINGER,2,155.0,77.5,2.58,,,,,,,1.55,2.06,0.0,,7.74,,,,
lnr_12340,Matias Remue,Toulouse,FULLBACK,2,160.0,80.0,0.5,,,,,,,0.5,1.0,0.0,,2.5,,,,
lnr_13461,Lucien Richardis,Toulouse,FLY_HALF,2,109.0,54.5,2.2,,,,,,,0.0,0.73,0.0,,7.34,,,,
lnr_2417,Lucas Vigneres,Toulouse,CENTRE,2,73.0,36.5,14.25,,,,,,,0.0,0.0,0.0,,5.48,,,,
lnr_2415,Thomas Alary,Toulouse,FULLBACK,1,80.0,80.0,4.0,,,,,,,2.0,0.0,0.0,,0.0,,,,
lnr_354,Hugo Zabalza,Montauban,SCRUM_HALF,16,654.0,40.9,4.65,,,,,,,1.22,0.24,0.12,,0.61,,,,
lnr_1749,N. Kanika-bilonda,Montauban,LOCK,15,701.0,46.7,7.19,,,,,,,0.0,0.0,0.0,,0.57,,,,
lnr_239,N. Maafu,Montauban,LOCK,15,747.0,49.8,9.85,,,,,,,0.54,0.0,0.11,,0.0,,,,
lnr_12373,J. Powell,Montauban,SCRUM_HALF,15,668.0,44.5,8.5,,,,,,,0.24,0.12,0.12,,0.0,,,,
lnr_2713,Thomas Bue,Montauban,FRONT_ROW,14,724.0,51.7,9.61,,,,,,,0.33,0.0,0.0,,0.55,,,,
lnr_2212,J. Jackson,Montauban,CENTRE,14,893.0,63.8,5.29,,,,,,,0.45,0.63,0.0,,1.34,,,,
lnr_1284,Kyllian Ringuet,Montauban,BACK_ROW,14,916.0,65.4,14.93,,,,,,,0.87,0.26,0.17,,1.75,,,,
lnr_1318,Tjiuee Uanivi,Montauban,LOCK,14,801.0,57.2,6.49,,,,,,,0.1,0.0,0.2,,0.0,,,,
lnr_10998,Facundo Pomponio,Montauban,FRONT_ROW,13,488.0,37.5,8.2,,,,,,,0.0,0.0,0.0,,0.0,,,,
lnr_10149,Karl Wilkins,Montauban,LOCK,13,633.0,48.7,10.74,,,,,,,0.0,0.0,0.63,,0.63,,,,
lnr_1334,J. Bosviel,Montauban,FLY_HALF,12,721.0,60.1,3.66,,,,,,,1.0,0.22,0.0,,9.65,,,,
lnr_1322,Kevin Firmin,Montauban,FRONT_ROW,12,482.0,40.2,10.62,,,,,,,0.0,0.17,0.0,,0.83,,,,
lnr_2266,Ru-hann Greyling,Montauban,FRONT_ROW,12,568.0,47.3,8.73,,,,,,,0.14,0.0,0.0,,0.0,,,,
lnr_1433,Jeremie Maurouard,Montauban,FRONT_ROW,12,385.0,32.1,12.68,,,,,,,1.66,0.21,0.83,,3.12,,,,
lnr_12704,S. Notshe,Montauban,BACK_ROW,12,617.0,51.4,8.3,,,,,,,0.13,0.13,0.39,,0.65,,,,
lnr_1244,Simon Renda,Montauban,CENTRE,11,681.0,61.9,6.11,,,,,,,0.47,0.23,0.12,,0.0,,,,
lnr_1341,Lucas Seyrolle,Montauban,FRONT_ROW,11,341.0,31.0,7.27,,,,,,,0.0,0.0,0.47,,1.17,,,,
lnr_10999,V. Simutoga,Montauban,FRONT_ROW,11,459.0,41.7,9.76,,,,,,,0.35,0.0,0.35,,0.0,,,,
lnr_1385,Paul Vallee,Montauban,CENTRE,11,710.0,64.5,2.14,,,,,,,0.68,0.56,0.0,,1.69,,,,
lnr_169,C. Bitz,Montauban,BACK_ROW,10,448.0,44.8,8.93,,,,,,,0.18,0.36,0.0,,0.0,,,,
lnr_891,Thomas Fortunel,Montauban,FLY_HALF,10,480.0,48.0,4.83,,,,,,,0.33,0.0,0.0,,5.83,,,,
lnr_1330,Maxime Mathy,Montauban,CENTRE,10,409.0,40.9,8.22,,,,,,,0.2,0.59,0.2,,0.98,,,,
lnr_1329,Fred Quercy,Montauban,BACK_ROW,9,529.0,58.8,8.32,,,,,,,0.3,0.0,0.6,,0.0,,,,
lnr_1312,Tyrone Viiga,Montauban,BACK_ROW,9,495.0,55.0,10.51,,,,,,,0.16,0.16,0.0,,0.0,,,,
lnr_1001,Leo Aouf,Montauban,FRONT_ROW,8,273.0,34.1,8.79,,,,,,,0.0,0.0,0.0,,0.0,,,,
lnr_3505,Lucio Sordoni,Montauban,FRONT_ROW,8,330.0,41.2,6.79,,,,,,,0.24,0.0,0.24,,0.0,,,,
lnr_1342,J. Tuculet,Montauban,CENTRE,8,556.0,69.5,2.59,,,,,,,1.15,0.43,0.0,,0.72,,,,
lnr_1747,S. Ahmed,Montauban,WINGER,6,439.0,73.2,3.83,,,,,,,1.28,1.46,0.18,,1.82,,,,
lnr_11742,Mael Castel,Montauban,SCRUM_HALF,5,139.0,27.8,2.88,,,,,,,0.0,0.58,0.0,,2.88,,,,
lnr_4957,Lewis Bean,Montauban,LOCK,4,96.0,24.0,10.0,,,,,,,0.0,0.0,0.0,,0.0,,,,
lnr_14049,S. Mafile'o,Montauban,FRONT_ROW,4,154.0,38.5,11.43,,,,,,,0.0,0.0,0.0,,0.0,,,,
lnr_626,Thomas Larregain,Montauban,FULLBACK,3,197.0,65.7,3.25,,,,,,,0.41,0.0,0.41,,0.0,,,,
lnr_479,N. Somkhisvhili,Montauban,FRONT_ROW,3,102.0,34.0,14.12,,,,,,,0.0,0.0,0.78,,0.0,,,,
lnr_286,C. Coularis,Montauban,BACK_ROW,2,89.0,44.5,12.58,,,,,,,0.9,0.0,0.0,,0.0,,,,
lnr_1873,Romain Fonnicola,Montauban,WINGER,2,91.0,45.5,6.15,,,,,,,1.76,0.0,0.0,,4.4,,,,
lnr_1991,Victor Moreaux,Montauban,LOCK,2,54.0,27.0,7.41,,,,,,,2.96,0.0,0.0,,0.0,,,,
lnr_1897,Yvan Reilhac,Montauban,CENTRE,2,144.0,72.0,3.33,,,,,,,1.67,1.11,0.0,,5.56,,,,
lnr_2342,Mathieu Tanguy,Perpignan,LOCK,17,775.0,45.6,8.57,,,,,,,0.31,0.1,0.1,,0.0,,,,
lnr_2282,Kieran Brookes,Perpignan,FRONT_ROW,15,705.0,47.0,7.83,,,,,,,0.11,0.0,0.0,,0.0,,,,
lnr_2389,Bruce Devaux,Perpignan,FRONT_ROW,15,600.0,40.0,7.87,,,,,,,0.0,0.0,0.13,,0.0,,,,
lnr_1987,Tom Ecochard,Perpignan,SCRUM_HALF,15,735.0,49.0,7.4,,,,,,,0.44,0.11,0.0,,0.54,,,,
lnr_2001,A. Duguivalu,Perpignan,CENTRE,14,955.0,68.2,6.53,,,,,,,0.92,0.5,0.17,,0.84,,,,
lnr_12733,Maxwell Hicks,Perpignan,LOCK,14,912.0,65.1,8.6,,,,,,,0.0,0.09,0.61,,0.44,,,,
lnr_2383,Mattéo Le Corvec,Perpignan,BACK_ROW,13,576.0,44.3,11.81,,,,,,,0.14,0.14,0.14,,1.39,,,,
lnr_679,Peceli Yato,Perpignan,BACK_ROW,13,628.0,48.3,8.03,,,,,,,0.89,0.51,0.76,,1.91,,,,
lnr_1782,J. Hall,Perpignan,SCRUM_HALF,12,460.0,38.3,9.74,,,,,,,0.87,0.52,0.17,,0.0,,,,
lnr_662,Giorgi Beria,Perpignan,FRONT_ROW,11,418.0,38.0,14.55,,,,,,,0.77,0.0,0.77,,0.0,,,,
lnr_398,P. Ceccarelli,Perpignan,FRONT_ROW,11,421.0,38.3,10.45,,,,,,,0.0,0.0,0.19,,0.0,,,,
lnr_1971,Theo Forner,Perpignan,FULLBACK,11,847.0,77.0,4.16,,,,,,,0.94,1.13,0.28,,0.0,,,,
lnr_92,J. Joseph,Perpignan,FULLBACK,11,797.0,72.5,5.02,,,,,,,0.7,0.6,0.1,,3.01,,,,
lnr_1967,Mathys Lotrian,Perpignan,FRONT_ROW,11,420.0,38.2,13.33,,,,,,,0.0,0.19,0.19,,0.95,,,,
lnr_13558,J. Ritchie,Perpignan,LOCK,11,811.0,73.7,22.89,,,,,,,0.39,0.39,0.79,,0.0,,,,
lnr_693,J. Van Tonder,Perpignan,LOCK,11,644.0,58.5,13.66,,,,,,,0.37,0.37,0.5,,0.0,,,,
lnr_2388,Adrien Warion,Perpignan,LOCK,11,639.0,58.1,13.9,,,,,,,0.5,0.0,0.25,,0.0,,,,
lnr_2632,E. Buliruarua,Perpignan,CENTRE,10,613.0,61.3,7.05,,,,,,,0.52,0.52,0.26,,1.96,,,,
lnr_323,M. Diaby,Perpignan,BACK_ROW,10,366.0,36.6,12.24,,,,,,,0.22,0.0,0.44,,0.0,,,,
lnr_13637,S. Malolo,Perpignan,FRONT_ROW,10,427.0,42.7,11.43,,,,,,,0.56,0.94,0.56,,0.94,,,,
lnr_1990,G. Tetrashvili,Perpignan,FRONT_ROW,10,416.0,41.6,10.19,,,,,,,0.0,0.0,0.0,,0.0,,,,
lnr_1970,Bastien Chinarro,Perpignan,LOCK,9,471.0,52.3,10.02,,,,,,,0.34,0.34,0.17,,1.7,,,,
lnr_11982,Job Poulet,Perpignan,CENTRE,9,323.0,35.9,6.69,,,,,,,0.74,0.25,0.5,,0.0,,,,
lnr_1784,N. Roelofse,Perpignan,FRONT_ROW,9,281.0,31.2,6.26,,,,,,,0.0,0.28,0.28,,0.0,,,,
lnr_9603,Tommaso Allan,Perpignan,FLY_HALF,8,477.0,59.6,1.84,,,,,,,0.34,0.34,0.0,,10.06,,,,
lnr_1961,Maxim Granell,Perpignan,CENTRE,8,596.0,74.5,8.05,,,,,,,0.4,0.54,0.13,,2.01,,,,
lnr_1955,Joaquin Oviedo,Perpignan,BACK_ROW,8,508.0,63.5,10.71,,,,,,,0.63,0.47,0.16,,1.57,,,,
lnr_11989,Ignacio Ruiz,Perpignan,FRONT_ROW,8,400.0,50.0,10.2,,,,,,,0.2,0.2,0.0,,2.0,,,,
lnr_1447,Gela Aprasidze,Perpignan,SCRUM_HALF,7,209.0,29.9,6.12,,,,,,,0.38,0.0,0.0,,1.15,,,,
lnr_2010,Lucas Dubois,Perpignan,WINGER,7,503.0,71.9,2.39,,,,,,,0.32,0.64,0.0,,0.8,,,,
lnr_1976,T. Tedder,Perpignan,FLY_HALF,7,450.0,64.3,2.49,,,,,,,1.24,0.36,0.0,,2.31,,,,
lnr_594,B. Urdapilleta,Perpignan,FLY_HALF,7,416.0,59.4,8.46,,,,,,,0.77,0.0,0.19,,8.65,,,,
lnr_2025,Lucas Velarte,Perpignan,FRONT_ROW,7,383.0,54.7,14.2,,,,,,,0.84,0.0,0.63,,3.13,,,,
lnr_1047,Tavite Veredamu,Perpignan,BACK_ROW,7,531.0,75.9,6.18,,,,,,,1.05,1.05,0.15,,0.75,,,,
lnr_1952,Posolo Tuilagi,Perpignan,BACK_ROW,6,223.0,37.2,12.56,,,,,,,1.08,0.0,0.72,,1.79,,,,
lnr_2009,V. Montgaillard,Perpignan,FRONT_ROW,5,153.0,30.6,17.25,,,,,,,0.0,0.0,0.52,,0.0,,,,
lnr_13878,J. Petaia,Perpignan,CENTRE,5,282.0,56.4,5.39,,,,,,,0.0,0.0,0.0,,0.0,,,,
lnr_1013,N. Della Schiava,Perpignan,BACK_ROW,4,152.0,38.0,7.89,,,,,,,1.05,0.0,0.0,,0.0,,,,
lnr_2385,Duncan Paia'aua,Perpignan,CENTRE,4,276.0,69.0,4.93,,,,,,,0.29,0.29,0.0,,1.45,,,,
lnr_1646,Antoine Aucagne,Perpignan,FLY_HALF,3,135.0,45.0,2.96,,,,,,,0.0,0.59,0.0,,4.15,,,,
lnr_1962,G. Kretchmann,Perpignan,FULLBACK,3,48.0,16.0,8.33,,,,,,,0.0,0.0,0.0,,0.0,,,,
lnr_12480,Andro Dvali,Perpignan,BACK_ROW,2,48.0,24.0,10.0,,,,,,,0.0,0.0,0.0,,0.0,,,,
lnr_2671,Matis Perchaud,Bordeaux,FRONT_ROW,18,657.0,36.5,12.54,,,,,,,0.61,0.12,0.49,,0.0,,,,
lnr_11240,C. Sadie,Bordeaux,FRONT_ROW,18,838.0,46.6,8.31,,,,,,,0.0,0.1,0.1,,0.95,,,,
lnr_335,B. Vergnes Taillefer,Bordeaux,BACK_ROW,16,727.0,45.4,12.87,,,,,,,0.55,0.33,0.0,,1.65,,,,
lnr_329,J. Poirot,Bordeaux,FRONT_ROW,15,660.0,44.0,11.76,,,,,,,0.36,0.12,0.24,,1.21,,,,
lnr_349,Maxime Lamothe,Bordeaux,FRONT_ROW,14,691.0,49.4,12.62,,,,,,,0.12,0.35,0.58,,1.74,,,,
lnr_205,Temo Matiu,Bordeaux,BACK_ROW,14,862.0,61.6,10.67,,,,,,,0.65,0.56,0.28,,0.93,,,,
lnr_12774,Salesi Rayasi,Bordeaux,WINGER,14,800.0,57.1,3.3,,,,,,,0.6,1.4,0.2,,4.0,,,,
lnr_324,Cyril Cazeaux,Bordeaux,LOCK,13,682.0,52.5,10.44,,,,,,,0.47,0.0,0.0,,0.59,,,,
lnr_203,Tiaan Jacobs,Bordeaux,LOCK,13,498.0,38.3,12.21,,,,,,,0.16,0.0,0.48,,0.0,,,,
lnr_313,Pablo Uberti,Bordeaux,CENTRE,13,935.0,71.9,7.36,,,,,,,0.43,0.34,0.09,,0.43,,,,
lnr_304,N. Depoortere,Bordeaux,CENTRE,12,868.0,72.3,6.91,,,,,,,0.83,0.92,0.0,,4.15,,,,
lnr_12571,R. Janse Van Rensburg,Bordeaux,CENTRE,12,735.0,61.2,8.27,,,,,,,0.44,0.33,0.65,,0.0,,,,
lnr_3607,Marko Gazzotti,Bordeaux,BACK_ROW,11,571.0,51.9,11.63,,,,,,,0.56,0.0,0.28,,2.1,,,,
lnr_339,Matthieu Jalibert,Bordeaux,FLY_HALF,11,798.0,72.5,5.31,,,,,,,2.11,1.4,0.1,,8.22,,,,
lnr_638,Gaëtan Barlot,Bordeaux,FRONT_ROW,10,389.0,38.9,15.42,,,,,,,1.23,0.21,0.41,,3.08,,,,
lnr_277,L. Bielle-biarrey,Bordeaux,FULLBACK,10,713.0,71.3,2.58,,,,,,,0.9,1.91,0.0,,5.61,,,,
lnr_318,Romain Buros,Bordeaux,FULLBACK,10,667.0,66.7,2.4,,,,,,,0.6,0.48,0.0,,3.0,,,,
lnr_12498,J. Gray,Bordeaux,LOCK,10,457.0,45.7,15.75,,,,,,,0.7,0.0,0.0,,0.0,,,,
lnr_13482,V. Hutteau,Bordeaux,SCRUM_HALF,10,334.0,33.4,3.35,,,,,,,2.16,0.48,0.48,,1.2,,,,
lnr_3536,Xan Mousques,Bordeaux,FULLBACK,10,508.0,50.8,3.62,,,,,,,1.1,0.63,0.0,,0.79,,,,
lnr_2495,Martin Page Relo,Bordeaux,SCRUM_HALF,10,459.0,45.9,3.66,,,,,,,0.52,0.52,0.0,,6.62,,,,
lnr_11744,J. Laharrague,Bordeaux,FLY_HALF,9,230.0,25.6,6.61,,,,,,,1.04,0.7,0.0,,3.48,,,,
lnr_2441,Arthur Retiere,Bordeaux,SCRUM_HALF,9,294.0,32.7,4.9,,,,,,,2.18,1.09,0.27,,2.72,,,,
lnr_531,Connor Sa,Bordeaux,FRONT_ROW,9,359.0,39.9,11.36,,,,,,,0.22,0.22,0.22,,2.23,,,,
lnr_279,Pierre Bochaton,Bordeaux,LOCK,8,545.0,68.1,8.81,,,,,,,0.59,0.29,0.29,,0.0,,,,
lnr_12425,Joseph Carbery,Bordeaux,FLY_HALF,8,379.0,47.4,4.64,,,,,,,0.84,0.21,0.0,,5.28,,,,
lnr_9642,Adam Coleman,Bordeaux,LOCK,7,372.0,53.1,11.18,,,,,,,0.86,0.22,0.22,,0.0,,,,
lnr_311,Sipili Falatea,Bordeaux,FRONT_ROW,7,230.0,32.9,10.09,,,,,,,0.7,0.0,0.0,,1.74,,,,
lnr_331,Maxime Lucu,Bordeaux,SCRUM_HALF,7,557.0,79.6,7.76,,,,,,,0.43,0.57,0.0,,7.9,,,,
lnr_340,B. Tameifuna,Bordeaux,FRONT_ROW,7,266.0,38.0,5.71,,,,,,,1.2,0.3,0.9,,1.5,,,,
lnr_338,Y. Falatea Moefana,Bordeaux,CENTRE,5,285.0,57.0,6.74,,,,,,,2.25,0.28,0.0,,0.0,,,,
lnr_309,Ugo Boniface,Bordeaux,FRONT_ROW,4,117.0,29.2,10.26,,,,,,,2.05,0.0,0.0,,3.42,,,,
lnr_12202,Adrien Drault,Bordeaux,CENTRE,4,174.0,43.5,7.36,,,,,,,0.0,0.46,0.0,,2.3,,,,
lnr_11712,Jon Echegaray,Bordeaux,WINGER,4,238.0,59.5,1.34,,,,,,,2.02,0.34,0.0,,1.34,,,,
lnr_903,T. Taufa,Bordeaux,FRONT_ROW,4,106.0,26.5,6.79,,,,,,,0.0,0.75,0.75,,0.0,,,,
